hour,indoor_temp,cooling_setpoint,outdoor_temp,elec_price,solar_generation,dhw_storage_soc,dhw_demand,cooling_device,dhw_storage,electrical_storage,reward
10,24.444231033325195,24.444445,32.06,0.028929999098181725,1.1185552734375002,0.0,0.225318,0.3,0.85,-0.35,0.0
11,24.444448471069336,24.444445,34.51,0.028929999098181725,1.3996609863281253,0.0,0.0,0.3,0.85,0.9,0.0
12,24.444448471069336,24.444445,36.64,0.028929999098181725,1.5573007324218753,0.0,0.20422593,0.3,0.85,0.9,-1.8334453777097224
13,24.44445037841797,24.444445,38.33,0.028929999098181725,1.6112841796875002,0.0,0.12140638,0.3,0.85,0.9,-3.458431638577167
14,24.444454193115234,24.444445,39.51,0.028929999098181725,1.6142770019531252,0.0,0.13954163,0.3,0.85,0.9,-6.087881938150531
15,24.444456100463867,24.444445,40.18,0.028929999098181725,1.5182359863281252,0.0,0.52377975,0.3,0.85,0.9,-8.506351057440042
16,24.590377807617188,24.61111,40.32,0.028929999098181725,1.3000394531250001,0.0,0.22531508,0.3,0.85,0.9,-8.909226627089083
17,24.983442306518555,25.0,39.76,0.028929999098181725,0.9864368408203127,0.0,0.0,0.3,0.6,0.9,-7.4236521505554265
18,24.51955795288086,24.5,38.66,0.028929999098181725,0.5793698364257814,0.0,0.0,0.3,0.0,-0.5,-10.190626066410914
19,24.445270538330078,24.444445,36.54,0.028929999098181725,0.1595465515136719,0.0,0.67595136,0.15,-0.05,-0.6,-19.28805737744915
20,24.4444580078125,24.444445,32.42,0.028929999098181725,0.0,0.0,0.22531796,0.15,0.0,-0.6,-14.359524212432007
21,24.44445037841797,24.444445,31.33,0.028929999098181725,0.0,0.0,1.6547514,0.15,-0.05,-0.6,-12.492893359452864
22,22.099010467529297,22.0,30.82,0.028929999098181725,0.0,0.0,0.0,0.15,0.0,0.35,-32.999073912538734
23,20.35350227355957,20.0,29.33,0.028929999098181725,0.0,0.0,0.0,0.15,0.6,0.35,-52.18858696729876
24,20.01495933532715,20.0,27.83,0.028929999098181725,0.0,0.0,0.0,0.15,0.6,0.35,-43.007871742160205
1,20.00324249267578,20.0,26.69,0.028929999098181725,0.0,0.0,0.0,0.15,0.6,0.35,-33.094685754364036
2,20.000890731811523,20.0,25.99,0.028929999098181725,0.0,0.0,0.0,0.15,0.6,0.35,-25.16254056064645
3,20.000518798828125,20.0,25.54,0.028929999098181725,0.0,0.0,0.0,0.15,0.6,0.35,-18.947784319519997
4,20.000192642211914,20.0,25.23,0.028929999098181725,0.0,0.0,0.0,0.15,0.6,0.35,-13.98689921532059
5,20.000080108642578,20.0,25.04,0.028929999098181725,0.0,0.0,0.0,0.15,0.6,0.35,-10.821671391735435
6,19.999914169311523,20.0,24.9,0.028929999098181725,0.0,0.0,0.0,0.0,0.0,0.35,-25.55873625964159
7,20.000009536743164,20.0,25.33,0.028929999098181725,0.07919688720703126,0.0,0.0,0.15,0.0,0.35,-6.963072427548468
8,20.000009536743164,20.0,26.38,0.028929999098181725,0.3122242309570313,0.0,0.4482977,0.15,0.0,-0.5,-8.604472791907028
9,20.00000762939453,20.0,28.36,0.028929999098181725,0.6281736328125,0.0,0.0,0.3,0.0,-0.35,-2.1246078308322467
10,22.32158851623535,22.444445,30.53,0.028929999098181725,0.9410374511718751,0.0,0.0,0.3,0.85,-0.35,-0.3693962097167969
11,22.769943237304688,22.777779,32.62,0.028929999098181725,1.287919775390625,0.0,0.0,0.3,0.85,0.9,-0.20034217834472656
12,24.340084075927734,24.444445,32.22,0.028929999098181725,1.4892559570312502,0.0,0.0,0.3,0.85,0.9,-4.093806055893847
13,24.44430160522461,24.444445,31.18,0.028929999098181725,1.536821484375,0.0,0.0,0.3,0.85,0.9,-4.551516837549982
14,24.444448471069336,24.444445,31.74,0.028929999098181725,1.4535227050781252,0.0,0.22415218,0.3,0.85,0.9,-3.4347656473411647
15,24.39145278930664,24.38889,31.79,0.028929999098181725,1.3038498046875002,0.0,0.16414416,0.3,0.85,0.9,-2.639580365718078
16,23.584304809570312,23.555555,31.57,0.028929999098181725,0.936527197265625,0.0,0.05994774,0.3,0.85,0.9,-0.6102085113525391
17,22.246484756469727,22.222221,31.08,0.028929999098181725,0.6395512207031251,0.0,1.0041308,0.3,0.6,0.9,0.0
18,22.554698944091797,22.555555,30.12,0.028929999098181725,0.35781767578125007,0.0,0.0,0.15,0.0,-0.5,-2.1790147050669475
19,24.380111694335938,24.444445,28.69,0.028929999098181725,0.11470355529785158,0.0,0.44830364,0.0,0.0,-0.6,-1.8340755963035917
20,24.4444580078125,24.444445,26.94,0.028929999098181725,0.0,0.0,0.22407809,0.0,0.0,-0.6,-3.1108412443754787
21,24.44445037841797,24.444445,26.31,0.028929999098181725,0.0,0.0,0.0,0.0,0.0,-0.6,-4.137382630728098
22,22.320205688476562,22.222221,25.89,0.028929999098181725,0.0,0.0,0.0,0.0,0.0,0.35,-19.937963728094473
23,24.32600212097168,24.444445,25.39,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-4.795266956647538
24,24.444320678710938,24.444445,24.88,0.028929999098181725,0.0,0.0,0.4483018,0.0,0.6,0.35,-4.784413604942529
1,23.268932342529297,23.222221,24.76,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-11.81496386161598
2,23.553041458129883,23.555555,24.63,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-9.358624705873808
3,23.807456970214844,23.833334,24.46,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-7.6027211458167585
4,24.09328842163086,24.11111,24.24,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-6.105976284379722
5,24.442474365234375,24.444445,23.72,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-4.49053872641889
6,24.764493942260742,24.777779,23.38,0.028929999098181725,0.0,0.0,0.0,0.0,0.0,0.35,-2.815624700873741
7,24.856143951416016,25.055555,23.76,0.028929999098181725,0.048697155761718756,0.0,0.0,0.0,0.0,0.35,-1.9912043038093543
8,23.36336898803711,23.333334,24.94,0.02914999984204769,0.18730228271484378,0.0,0.22300103,0.0,0.0,-0.6,-10.565810462900117
9,23.86579704284668,23.88889,26.74,0.02914999984204769,0.3072218994140625,0.0,0.0,0.0,0.0,-0.5,-8.424529280106071
10,23.888803482055664,23.88889,28.26,0.02914999984204769,0.6465506103515626,0.0,0.0,0.15,0.85,-0.35,0.0
11,25.463703155517578,25.666666,29.16,0.02914999984204769,0.7704608642578127,0.0,0.4460013,0.15,0.85,0.9,-0.9218044281005859
12,24.444374084472656,24.444445,29.61,0.02914999984204769,0.7496553222656251,0.0,0.0,0.3,0.85,0.9,-3.0872051311650295
13,24.44445037841797,24.444445,29.72,0.02914999984204769,0.9374143798828127,0.0,0.0,0.3,0.85,0.9,-2.989382067489531
14,25.74015235900879,25.833334,29.77,0.02914999984204769,0.9142858886718751,0.0,0.0,0.15,0.85,0.9,-5.206571434428209
15,25.008886337280273,25.0,29.63,0.02914999984204769,0.9759968261718751,0.0,0.0,0.15,0.85,0.9,-0.6700820922851562
16,25.819984436035156,25.833334,29.52,0.05866999924182892,1.0368940429687503,0.0,0.0,0.15,0.85,0.7,-2.0345819239966225
17,24.517105102539062,24.444445,29.58,0.05866999924182892,0.8320810546875002,0.0,0.0,0.3,0.6,0.7,-2.8023442293881584
18,24.44514274597168,24.444445,29.77,0.05866999924182892,0.49167952880859384,0.0,0.89199346,0.3,-0.05,-0.65,-3.0104964766007454
19,24.4444522857666,24.444445,29.11,0.02914999984204769,0.15018131103515628,0.0,0.0,0.0,0.0,-0.6,-1.1966020073487016
20,24.44445037841797,24.444445,27.63,0.02914999984204769,0.0,0.0,0.0,0.0,0.0,-0.6,-2.8149078351125354
21,24.44445037841797,24.444445,26.01,0.02914999984204769,0.0,0.0,0.0,0.0,0.0,-0.6,-3.609534698221978
22,24.44445037841797,24.444445,25.2,0.02914999984204769,0.0,0.0,0.0,0.0,0.0,0.35,-4.053822116289666
23,24.44445037841797,24.444445,24.8,0.028929999098181725,0.0,0.0,0.22300074,0.0,0.6,0.35,-4.289250769685168
24,22.326231002807617,22.222221,24.42,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-18.809865872844966
1,23.221450805664062,23.222221,23.87,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-10.608620334474836
2,22.274980545043945,22.222221,23.24,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-17.246409926974593
3,22.2275390625,22.222221,22.79,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-16.611818662146106
4,22.222787857055664,22.222221,22.42,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-15.94196251617177
5,22.22226905822754,22.222221,22.17,0.028929999098181725,0.0,0.0,0.8508168,0.0,0.6,0.35,-15.400184406058543
6,22.22223663330078,22.222221,22.22,0.028929999098181725,0.0,0.0,0.0,0.0,0.0,0.35,-15.012062760888512
7,22.222230911254883,22.222221,23.54,0.028929999098181725,0.07523090057373048,0.0,0.69978595,0.0,-0.05,0.35,-15.847168471897021
8,22.332090377807617,22.333334,25.55,0.02914999984204769,0.31403459472656253,0.0,1.2381117,0.0,-0.05,-0.5,-17.263428408627078
9,22.77596664428711,22.777779,27.75,0.02914999984204769,0.7650606445312501,0.0,0.58958054,0.15,0.0,-0.35,-2.321164021792356
10,23.331836700439453,23.333334,30.04,0.02914999984204769,1.1327716552734377,0.0,0.22186515,0.3,0.85,-0.35,-0.3826580047607422
11,23.881792068481445,23.88889,32.26,0.02914999984204769,1.4147383300781253,0.0,0.0,0.3,0.85,0.9,-0.7295684814453125
12,24.438133239746094,24.444445,34.12,0.02914999984204769,1.561881005859375,0.0,0.22186516,0.3,0.85,0.9,-0.9581775665283203
13,24.44442367553711,24.444445,35.51,0.02914999984204769,1.6060976074218751,0.0,0.22186516,0.3,0.85,0.9,-0.52935791015625
14,24.44445037841797,24.444445,36.45,0.02914999984204769,1.6024860351562502,0.0,0.44372776,0.3,0.85,0.9,-0.06311225891113281
15,24.444456100463867,24.444445,36.9,0.02914999984204769,1.4884321289062503,0.0,0.22186197,0.3,0.85,0.9,0.0
16,24.444454193115234,24.444445,37.01,0.05866999924182892,1.22652451171875,0.0,0.22186217,0.3,0.85,0.7,0.0
17,24.390066146850586,24.38889,36.62,0.05866999924182892,0.9555424072265627,0.0,0.0,0.3,0.6,0.7,0.0
18,24.388906478881836,24.38889,35.69,0.05866999924182892,0.6258523681640625,0.0,0.0,0.3,0.0,-0.5,-1.2544146973086754
19,24.388893127441406,24.38889,33.94,0.02914999984204769,0.17786431274414063,0.0,0.0,0.15,0.0,-0.6,-5.450760022737086
20,24.388893127441406,24.38889,29.92,0.02914999984204769,0.0,0.0,0.22186515,0.15,0.0,-0.6,-2.7609339507762343
21,24.38889503479004,24.38889,28.61,0.02914999984204769,0.0,0.0,0.0,0.0,0.0,-0.6,-10.136265034103417
22,24.333984375,24.333334,27.93,0.02914999984204769,0.0,0.0,0.0,0.0,0.0,0.35,-12.778857635566965
23,24.333358764648438,24.333334,27.38,0.028929999098181725,0.0,0.0,0.22186461,0.0,0.6,0.35,-14.639780961591896
24,24.333343505859375,24.333334,26.58,0.028929999098181725,0.0,0.0,0.22186296,0.0,0.6,0.35,-15.41162364214324
1,24.333324432373047,24.333334,25.33,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-15.77864871806014
2,24.44107437133789,24.444445,24.46,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-14.906393587330967
3,22.31810188293457,22.222221,23.84,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-37.1904374473379
4,22.223222732543945,22.222221,23.41,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-36.72125874093035
5,22.222347259521484,22.222221,23.08,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-35.89940813581052
6,22.22223663330078,22.222221,23.21,0.028929999098181725,0.0,0.0,0.060060747,0.0,0.0,0.35,-35.586005461460445
7,22.222230911254883,22.222221,24.63,0.028929999098181725,0.09146659240722657,0.0,0.5508831,0.0,0.0,0.35,-36.937946297752205
8,22.222230911254883,22.222221,26.79,0.02914999984204769,0.3481504028320313,0.0,0.0,0.0,0.0,-0.5,-42.00994925969644
9,22.22222900390625,22.222221,28.81,0.02914999984204769,0.7210659667968752,0.0,0.0,0.3,0.0,-0.35,-1.9001307462021941
10,22.771745681762695,22.777779,30.8,0.02914999984204769,1.1345611816406251,0.0,4.565351,0.3,0.85,-0.35,-1.5074141251388937
11,23.874990463256836,23.88889,32.67,0.02914999984204769,1.4136679687500002,0.0,0.12512247,0.3,0.85,0.9,0.0
12,24.43617820739746,24.444445,34.21,0.02914999984204769,1.5615840820312503,0.0,0.0,0.3,0.85,0.9,0.0
13,24.444419860839844,24.444445,35.35,0.02914999984204769,1.5934835449218752,0.0,0.0,0.3,0.85,0.9,0.0
14,25.21987533569336,25.222221,36.21,0.02914999984204769,1.6040393554687502,0.0,0.0,0.3,0.85,0.9,-0.22342300415039062
15,25.00603675842285,25.0,36.76,0.02914999984204769,1.515367822265625,0.0,0.44102612,0.3,0.85,0.9,0.0
16,27.09808349609375,27.222221,36.87,0.05866999924182892,1.3005974121093753,0.0,0.0,0.3,0.85,0.7,-3.4434092252373025
17,27.218833923339844,27.222221,36.41,0.05866999924182892,1.0027697021484376,0.0,0.0,0.3,0.6,0.7,-2.160740586028376
18,27.222183227539062,27.222221,35.44,0.05866999924182892,0.5970240966796876,0.0,1.7684238,0.3,-0.05,-0.65,-1.7587700863364912
19,26.66942596435547,26.666666,33.2,0.02914999984204769,0.1754087585449219,0.0,0.4414877,0.15,0.0,-0.6,0.0
20,25.677583694458008,25.666666,29.93,0.02914999984204769,0.00011676797568798067,0.0,0.0946307,0.0,0.0,-0.6,-8.540240591424663
21,25.777297973632812,25.777779,28.88,0.02914999984204769,0.0,0.0,0.2207441,0.0,0.0,-0.6,-10.11264455714263
22,24.473604202270508,24.444445,28.39,0.02914999984204769,0.0,0.0,0.22074401,0.0,0.0,0.35,-24.60331274953569
23,24.444917678833008,24.444445,27.54,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-26.872669647858856
24,24.44448471069336,24.444445,26.68,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-28.364957680783846
1,23.301612854003906,23.222221,25.88,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-45.51739855692722
2,22.262651443481445,22.222221,25.13,0.028929999098181725,0.0,0.0,0.21963827,0.0,0.6,0.35,-61.54835361614823
3,22.22332000732422,22.222221,24.47,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-60.80202710618323
4,22.22236442565918,22.222221,23.69,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-58.98117422511859
5,22.2222843170166,22.222221,22.93,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-56.828145766688976
6,22.222261428833008,22.222221,22.9,0.028929999098181725,0.0,0.0,0.0,0.0,0.0,0.35,-55.697298690341995
7,22.222230911254883,22.222221,24.56,0.028929999098181725,0.07331229858398439,0.0,0.86614853,0.0,-0.05,0.35,-59.135668189264834
8,22.332048416137695,22.333334,26.64,0.02914999984204769,0.2972124389648438,0.0,0.21963851,0.0,0.0,-0.6,-64.28048853276778
9,22.77483558654785,22.777779,28.76,0.02914999984204769,0.7051335937500002,0.0,1.5910743,0.3,-0.05,-0.35,-1.941633196605835
10,23.328283309936523,23.333334,30.85,0.02914999984204769,1.0174744628906252,0.0,0.0,0.3,0.85,-0.35,-1.1432509238366038
11,23.88870620727539,23.88889,32.8,0.02914999984204769,1.292485986328125,0.0,0.07174697,0.3,0.85,0.9,0.0
12,24.443252563476562,24.444445,34.44,0.02914999984204769,1.5485898925781252,0.0,0.6846405,0.3,0.85,0.9,0.0
13,24.44443702697754,24.444445,35.6,0.02914999984204769,1.6167111328125001,0.0,0.107965,0.3,0.85,0.9,0.0
14,24.4444522857666,24.444445,36.42,0.02914999984204769,1.5784896972656253,0.0,0.5980377,0.3,0.85,0.9,-1.0335369081039971
15,24.444456100463867,24.444445,36.83,0.02914999984204769,1.5509279296875003,0.0,0.3337637,0.3,0.85,0.9,-1.8578857602878998
16,25.48277473449707,25.555555,36.96,0.05866999924182892,1.3188120117187503,0.0,0.25514993,0.3,0.85,0.7,0.0
17,27.219078063964844,27.222221,36.48,0.05866999924182892,0.9913522705078126,0.0,0.21329816,0.3,0.6,0.7,-0.9172229766845703
18,27.221988677978516,27.222221,35.0,0.05866999924182892,0.5722722290039063,0.0,1.373934,0.3,-0.05,-0.65,-1.129912321499263
19,27.222225189208984,27.222221,32.24,0.02914999984204769,0.16846823730468755,0.0,0.584823,0.15,0.0,-0.6,-0.24753570556640625
20,27.222219467163086,27.222221,29.68,0.02914999984204769,0.0004794877409934998,0.0,0.09905936,0.0,0.0,-0.6,-1.3970184199024516
21,27.222225189208984,27.222221,28.87,0.02914999984204769,0.0,0.0,0.84757125,0.0,-0.05,-0.6,-2.662365655938629
22,27.222225189208984,27.222221,28.32,0.02914999984204769,0.0,0.0,0.0,0.0,0.0,0.35,-4.06952866796928
23,27.222225189208984,27.222221,27.26,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-5.287452394200955
24,27.22221565246582,27.222221,26.0,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-6.239361525571439
1,27.222225189208984,27.222221,24.66,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-6.6339298169041285
2,27.222217559814453,27.222221,23.52,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-7.053820015295059
3,27.22222328186035,27.222221,22.63,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-7.0294647692353465
4,27.18806266784668,27.222221,22.0,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-6.85142766777426
5,26.98354721069336,27.222221,21.62,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-6.73789255497104
6,27.207456588745117,27.222221,21.38,0.028929999098181725,0.0,0.0,2.413272,0.0,-0.05,0.35,-6.761916334522539
7,27.222110748291016,27.222221,23.52,0.028929999098181725,0.07786950988769532,0.0,0.0,0.0,0.0,0.35,-8.399281524019898
8,27.22222328186035,27.222221,26.01,0.02914999984204769,0.29878300781250006,0.0,0.0,0.0,0.0,-0.6,-10.959644839298562
9,27.222225189208984,27.222221,28.45,0.02914999984204769,0.6174861328125001,0.0,1.2524061,0.15,-0.05,-0.35,0.0
10,27.222225189208984,27.222221,30.76,0.02914999984204769,1.0245559570312501,0.0,0.0,0.15,0.85,-0.35,0.0
11,27.22222328186035,27.222221,32.72,0.02914999984204769,1.3057784179687502,0.0,0.0,0.3,0.85,0.9,-1.9545916412186242
12,27.222225189208984,27.222221,34.33,0.02914999984204769,1.4413536621093752,0.0,0.0,0.3,0.85,0.9,-2.019844013905546
13,27.222227096557617,27.222221,35.61,0.02914999984204769,1.545430078125,0.0,0.0,0.3,0.85,0.9,-1.3220966930322011
14,27.222227096557617,27.222221,36.49,0.02914999984204769,1.5261029296875002,0.0,0.2185487,0.3,0.85,0.9,-0.8716106414794922
15,27.222230911254883,27.222221,36.73,0.02914999984204769,1.4260838378906253,0.0,0.0,0.3,0.85,0.9,-0.5956306457519531
16,27.222232818603516,27.222221,36.46,0.05866999924182892,1.24187490234375,0.0,0.0,0.3,0.85,0.7,-0.49521636962890625
17,27.22222900390625,27.222221,36.05,0.05866999924182892,0.9719625000000001,0.0,0.0,0.3,0.6,0.7,-0.4731559753417969
18,27.222227096557617,27.222221,35.07,0.05866999924182892,0.5783371948242189,0.0,0.0,0.3,0.0,-0.65,-0.4739723205566406
19,27.222227096557617,27.222221,33.22,0.02914999984204769,0.1753074645996094,0.0,0.21854883,0.15,0.0,-0.6,0.0
20,27.222225189208984,27.222221,30.26,0.02914999984204769,0.0015482161045074466,0.0,0.43709713,0.0,0.0,-0.6,-4.107045243275934
21,27.222225189208984,27.222221,28.97,0.02914999984204769,0.0,0.0,0.21854883,0.0,0.0,-0.6,-5.809882924892008
22,27.222225189208984,27.222221,28.48,0.02914999984204769,0.0,0.0,0.0,0.0,0.0,0.35,-7.550294083135668
23,27.222227096557617,27.222221,27.85,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-8.653778330321074
24,27.222227096557617,27.222221,26.49,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-9.365219344908837
1,27.114463806152344,27.11111,25.51,0.028929999098181725,0.0,0.0,0.29481664,0.0,0.6,0.35,-10.626022189913783
2,27.001327514648438,27.0,24.76,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-11.919304251568974
3,26.8912296295166,26.88889,24.22,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-12.593450035332353
4,26.77983856201172,26.777779,23.85,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-13.007768545299768
5,26.669986724853516,26.666666,23.5,0.028929999098181725,0.0,0.0,0.0,0.0,0.6,0.35,-13.315313583825628
6,26.557886123657227,26.555555,23.29,0.028929999098181725,0.0,0.0,0.0,0.0,0.0,0.35,-13.724141361632064
7,26.390851974487305,26.38889,24.57,0.028929999098181725,0.07535883178710938,0.0,0.43494195,0.0,0.0,0.35,-17.368243208053173
8,26.278532028198242,26.277779,26.51,0.028929999098181725,0.3045782775878907,0.0,0.0,0.0,0.0,-0.5,-23.289688954260782
9,26.16744613647461,26.166666,28.79,0.028929999098181725,0.7515116455078127,0.0,1.5924578,0.15,-0.05,-0.35,-6.3669571221144
10,26.05683135986328,26.055555,30.92,0.028929999098181725,1.1232416015625002,0.0,0.0,0.15,0.85,-0.35,-7.2589219716937805
11,25.944936752319336,25.944445,32.81,0.028929999098181725,1.3700673339843752,0.0,0.0,0.3,0.85,0.9,0.0
12,25.83421516418457,25.833334,34.37,0.028929999098181725,1.4522592773437502,0.0,0.4349487,0.3,0.85,0.9,0.0
13,25.724082946777344,25.722221,35.53,0.028929999098181725,1.5034914550781253,0.0,0.65242267,0.3,0.85,0.9,0.0
14,25.616539001464844,25.61111,36.26,0.028929999098181725,1.4660072753906253,0.0,0.86983347,0.3,0.85,0.9,-1.257449996250216
15,25.520797729492188,25.5,36.54,0.028929999098181725,1.3477791503906251,0.0,1.3047531,0.3,0.85,0.9,-1.8394782167306403
16,25.393842697143555,25.38889,36.22,0.028929999098181725,0.9816059326171875,0.0,0.67840296,0.3,0.85,0.9,-2.1490877291798824
17,25.279787063598633,25.277779,35.35,0.028929999098181725,0.7752284179687501,0.0,0.0,0.3,0.6,0.9,-2.3337869987917657
18,25.115217208862305,25.11111,34.01,0.028929999098181725,0.4635140258789063,0.0,0.14824824,0.3,0.0,-0.5,-1.864833704326884
19,25.00130271911621,25.0,32.15,0.028929999098181725,0.14978356933593753,0.0,0.0,0.15,0.0,-0.6,-5.748642079197452
20,24.890275955200195,24.88889,29.14,0.028929999098181725,0.002875358104705811,0.0,0.43494993,0.0,0.0,-0.6,-16.335573094329447
21,24.77948760986328,24.777779,27.8,0.028929999098181725,0.0,0.0,0.0,0.0,0.0,-0.6,-20.421059807995334
22,24.668556213378906,24.666666,27.02,0.028929999098181725,0.0,0.0,0.0,0.0,0.0,0.35,-23.877503625295503
