hour,indoor_temp,cooling_setpoint,outdoor_temp,outdoor_temp_predicted,cooling_demand,elec_price,carbon_intensity,solar_generation,occupant_count,electrical_storage_soc,dhw_storage_soc,dhw_demand,cooling_device,dhw_storage,electrical_storage,reward
7,22.222225189208984,22.222221,25.41,38.79588317871094,1.7824824,0.028929999098181725,0.37266984581947327,0.07059253692626954,3.0,0.0,0.0,0.0,0.1,-0.01,0.6,-7.716414373498992
8,22.331993103027344,22.333334,27.01,39.334327697753906,1.8510537,0.028929999098181725,0.3815459609031677,0.3245435302734376,3.0,0.0,0.0,0.0,0.1,-0.01,0.0,-8.514875564273098
9,24.259183883666992,24.444445,29.38,40.44803237915039,0.3867634,0.028929999098181725,0.406686007976532,0.7166712158203126,2.0,0.0,0.0,0.0,0.2,-0.01,0.0,0.0
10,24.444231033325195,24.444445,32.06,40.09043502807617,1.0734125,0.028929999098181725,0.4241216480731964,1.1185552734375002,2.0,0.0,0.0,0.225318,0.1,0.8,0.0,-2.326560534129385
11,24.444448471069336,24.444445,34.51,39.0451774597168,2.0327563,0.028929999098181725,0.46214747428894043,1.3996609863281253,2.0,0.0,0.0,0.0,0.1,0.8,0.9,-5.606367309552297
12,24.444448471069336,24.444445,36.64,37.700897216796875,2.8338466,0.028929999098181725,0.4817732870578766,1.5573007324218753,2.0,0.0,0.0,0.20422593,0.2,0.8,0.9,-4.772422451820603
13,24.44445037841797,24.444445,38.33,36.22551345825195,4.397444,0.028929999098181725,0.48428797721862793,1.6112841796875002,2.0,0.0,0.0,0.12140638,0.2,0.8,0.9,-7.890245346821757
14,24.444454193115234,24.444445,39.51,31.754718780517578,5.4083204,0.028929999098181725,0.48281019926071167,1.6142770019531252,3.0,0.0,0.0,0.13954163,0.2,0.8,0.9,-11.985403641025187
15,24.444456100463867,24.444445,40.18,31.456697463989258,5.937724,0.028929999098181725,0.4800439774990082,1.5182359863281252,2.0,0.0,0.0,0.52377975,0.2,0.8,0.9,-15.911119261585554
16,24.590377807617188,24.61111,40.32,30.16349220275879,6.2209563,0.028929999098181725,0.47377869486808777,1.3000394531250001,1.0,0.0,0.0,0.22531508,0.2,0.8,0.9,-17.028908459993545
17,24.983442306518555,25.0,39.76,29.508760452270508,5.993321,0.028929999098181725,0.46469244360923767,0.9864368408203127,1.0,0.0,0.0,0.0,0.2,0.7,0.9,-15.69032534667349
18,24.51955795288086,24.5,38.66,28.510482788085938,6.689406,0.028929999098181725,0.45898956060409546,0.5793698364257814,1.0,0.0,0.0,0.0,0.1,-0.01,0.0,-30.9816934986884
19,24.445270538330078,24.444445,36.54,27.478328704833984,6.0470967,0.028929999098181725,0.45085248351097107,0.1595465515136719,2.0,0.0,0.0,0.67595136,0.1,-0.01,0.0,-32.406544520930765
20,24.4444580078125,24.444445,32.42,26.319719314575195,4.6728415,0.028929999098181725,0.44455012679100037,0.0,3.0,0.0,0.0,0.22531796,0.1,-0.01,0.0,-27.10548790640678
21,24.44445037841797,24.444445,31.33,26.500879287719727,5.1626325,0.028929999098181725,0.44664838910102844,0.0,3.0,0.0,0.0,1.6547514,0.1,-0.01,0.0,-24.454587692049245
22,22.099010467529297,22.0,30.82,24.340866088867188,7.1651354,0.028929999098181725,0.4580378234386444,0.0,3.0,0.0,0.0,0.0,0.1,-0.01,0.6,-53.195127559723915
23,20.35350227355957,20.0,29.33,25.656776428222656,9.692888,0.028929999098181725,0.45857229828834534,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-79.72875934037438
24,20.01495933532715,20.0,27.83,24.162153244018555,8.609599,0.028929999098181725,0.4550308287143707,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-70.24385528407583
1,20.00324249267578,20.0,26.69,24.533361434936523,6.258777,0.028929999098181725,0.46807435154914856,0.0,2.0,0.0,0.0,0.0,0.1,0.7,0.6,-58.45349805838487
2,20.000890731811523,20.0,25.99,25.998504638671875,4.927834,0.028929999098181725,0.4455432891845703,0.0,2.0,0.0,0.0,0.0,0.1,0.7,0.6,-48.356743163491046
3,20.000518798828125,20.0,25.54,27.50897979736328,4.0368824,0.028929999098181725,0.4221123158931732,0.0,2.0,0.0,0.0,0.0,0.1,0.7,0.6,-39.975022124450334
4,20.000192642211914,20.0,25.23,31.186534881591797,3.442475,0.028929999098181725,0.4006318747997284,0.0,2.0,0.0,0.0,0.0,0.1,0.7,0.6,-32.71743206892643
5,20.000080108642578,20.0,25.04,33.02885437011719,3.0771916,0.028929999098181725,0.3888009190559387,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-27.504731915090815
6,19.999914169311523,20.0,24.9,31.298826217651367,2.980497,0.028929999098181725,0.38751929998397827,0.0,3.0,0.0,0.0,0.0,0.1,-0.01,0.6,-23.173688241982745
7,20.000009536743164,20.0,25.33,31.442840576171875,2.7799356,0.028929999098181725,0.3948652744293213,0.07919688720703126,3.0,0.0,0.0,0.0,0.1,-0.01,0.6,-21.169761104687495
8,20.000009536743164,20.0,26.38,31.616512298583984,2.95144,0.028929999098181725,0.4061072766780853,0.3122242309570313,3.0,0.0,0.0,0.4482977,0.1,-0.01,0.0,-21.29369868716458
9,20.00000762939453,20.0,28.36,31.77128791809082,3.6129777,0.028929999098181725,0.4167913496494293,0.6281736328125,3.0,0.0,0.0,0.0,0.1,-0.01,0.0,-24.192608007593662
10,22.32158851623535,22.444445,30.53,32.21741485595703,1.3367581,0.028929999098181725,0.40944451093673706,0.9410374511718751,3.0,0.0,0.0,0.0,0.1,0.8,0.0,-9.299807895909908
11,22.769943237304688,22.777779,32.62,31.85741424560547,1.6173991,0.028929999098181725,0.42899811267852783,1.287919775390625,3.0,0.0,0.0,0.0,0.1,0.8,0.9,-11.53833474550629
12,24.340084075927734,24.444445,32.22,30.916011810302734,0.8860507,0.028929999098181725,0.46796655654907227,1.4892559570312502,2.0,0.0,0.0,0.0,0.66,0.8,0.9,-50.81418002408614
13,24.44430160522461,24.444445,31.18,29.429338455200195,0.98227805,0.028929999098181725,0.5007391571998596,1.536821484375,2.0,0.0,0.0,0.0,0.66,0.8,0.9,-40.145488715142974
14,24.444448471069336,24.444445,31.74,27.617210388183594,1.330747,0.028929999098181725,0.518465518951416,1.4535227050781252,2.0,0.0,0.0,0.22415218,0.2,0.8,0.9,-2.3601751968759648
15,24.39145278930664,24.38889,31.79,26.422304153442383,1.8620614,0.028929999098181725,0.5223841071128845,1.3038498046875002,2.0,0.0,0.0,0.16414416,0.2,0.8,0.9,-0.756011962890625
16,23.584304809570312,23.555555,31.57,25.946805953979492,3.8122509,0.028929999098181725,0.5204963088035583,0.936527197265625,2.0,0.0,0.0,0.05994774,0.2,0.8,0.9,0.0
17,22.246484756469727,22.222221,31.08,25.125181198120117,7.105975,0.028929999098181725,0.516999363899231,0.6395512207031251,2.0,0.0,0.0,1.0041308,0.2,0.7,0.9,-3.42828369140625
18,22.554698944091797,22.555555,30.12,24.34014892578125,6.489724,0.028929999098181725,0.513903796672821,0.35781767578125007,2.0,0.0,0.0,0.0,0.1,-0.01,0.0,-6.8712223455404455
19,24.380111694335938,24.444445,28.69,24.045238494873047,2.2906046,0.028929999098181725,0.5097450017929077,0.11470355529785158,3.0,0.0,0.0,0.44830364,0.1,-0.01,0.0,0.0
20,24.4444580078125,24.444445,26.94,25.310598373413086,1.6873094,0.028929999098181725,0.4988820552825928,0.0,3.0,0.0,0.0,0.22407809,0.1,-0.01,0.0,0.0
21,24.44445037841797,24.444445,26.31,24.569684982299805,1.3755348,0.028929999098181725,0.4943189024925232,0.0,3.0,0.0,0.0,0.0,0.1,-0.01,0.0,0.0
22,22.320205688476562,22.222221,25.89,23.620826721191406,3.602185,0.028929999098181725,0.49825161695480347,0.0,3.0,0.0,0.0,0.0,0.1,-0.01,0.6,-5.570395145565271
23,24.32600212097168,24.444445,25.39,24.665592193603516,0.7970844,0.028929999098181725,0.4894354045391083,0.0,3.0,0.0,0.0,0.0,0.4,0.7,0.6,-60.70430417213579
24,24.444320678710938,24.444445,24.88,22.730867385864258,0.6281952,0.028929999098181725,0.49427884817123413,0.0,3.0,0.0,0.0,0.4483018,0.2,0.7,0.6,-26.68028073970775
1,23.268932342529297,23.222221,24.76,23.054962158203125,1.4065609,0.028929999098181725,0.48248109221458435,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-0.8668174743652344
2,23.553041458129883,23.555555,24.63,23.96980094909668,1.2711984,0.028929999098181725,0.4588959217071533,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-1.4991683194986842
3,23.807456970214844,23.833334,24.46,26.554697036743164,0.9290904,0.028929999098181725,0.413018137216568,0.0,3.0,0.0,0.0,0.0,0.4,0.7,0.6,-126.19958153531181
4,24.09328842163086,24.11111,24.24,28.52465057373047,0.5149044,0.028929999098181725,0.3851109743118286,0.0,3.0,0.0,0.0,0.0,0.2,0.7,0.6,-68.55902756475912
5,24.442474365234375,24.444445,23.72,28.65032386779785,0.25734508,0.028929999098181725,0.41594141721725464,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-40.78030162375708
6,24.764493942260742,24.777779,23.38,30.513248443603516,0.12186657,0.028929999098181725,0.44863787293434143,0.0,2.0,0.0,0.0,0.0,0.1,-0.01,0.6,-47.31636598050842
7,24.856143951416016,25.055555,23.76,29.537250518798828,0.0,0.028929999098181725,0.4443197548389435,0.048697155761718756,2.0,0.0,0.0,0.0,0.1,-0.01,0.6,-48.82527645515834
8,23.36336898803711,23.333334,24.94,30.302413940429688,1.3580525,0.02914999984204769,0.48169273138046265,0.18730228271484378,2.0,0.0,0.0,0.22300103,0.1,-0.01,0.0,-5.586768946797417
9,23.86579704284668,23.88889,26.74,30.39189338684082,1.1212304,0.02914999984204769,0.5151339173316956,0.3072218994140625,2.0,0.0,0.0,0.0,0.1,-0.01,0.0,-7.096573231084284
10,23.888803482055664,23.88889,28.26,30.368865966796875,1.327904,0.02914999984204769,0.5228902697563171,0.6465506103515626,2.0,0.0,0.0,0.0,0.1,0.8,0.0,-3.1886142371320148
11,25.463703155517578,25.666666,29.16,29.86469841003418,0.12055326,0.02914999984204769,0.5450502038002014,0.7704608642578127,1.0,0.0,0.0,0.4460013,0.1,0.8,0.9,-22.605341643905838
12,24.444374084472656,24.444445,29.61,28.821733474731445,1.4027882,0.02914999984204769,0.5431762337684631,0.7496553222656251,1.0,0.0,0.0,0.0,0.2,0.8,0.9,-14.390816609388672
13,24.44445037841797,24.444445,29.72,28.477256774902344,1.618938,0.02914999984204769,0.5355620980262756,0.9374143798828127,2.0,0.0,0.0,0.0,0.2,0.8,0.9,-9.677403053198645
14,25.74015235900879,25.833334,29.77,26.985578536987305,0.61406153,0.02914999984204769,0.5314013957977295,0.9142858886718751,1.0,0.0,0.0,0.0,0.4,0.8,0.9,-134.3255228450391
15,25.008886337280273,25.0,29.63,25.372631072998047,1.3157842,0.02914999984204769,0.5271371006965637,0.9759968261718751,1.0,0.0,0.0,0.0,0.2,0.8,0.9,-27.128589143284202
16,25.819984436035156,25.833334,29.52,25.19715118408203,1.0591534,0.05866999924182892,0.5192811489105225,1.0368940429687503,1.0,0.0,0.0,0.0,0.2,0.4,0.6,-46.92937326193253
17,24.517105102539062,24.444445,29.58,25.79428482055664,2.4142501,0.05866999924182892,0.5156306624412537,0.8320810546875002,2.0,0.0,0.0,0.0,0.2,0.7,0.6,-6.653019105840133
18,24.44514274597168,24.444445,29.77,24.19989585876465,3.679806,0.05866999924182892,0.5110083818435669,0.49167952880859384,2.0,0.0,0.0,0.89199346,0.1,-0.01,0.0,-0.6296195983886719
19,24.4444522857666,24.444445,29.11,24.138521194458008,3.3216012,0.02914999984204769,0.5107119083404541,0.15018131103515628,2.0,0.0,0.0,0.0,0.1,-0.01,0.0,-0.4543285369873047
20,24.44445037841797,24.444445,27.63,22.737539291381836,2.7876668,0.02914999984204769,0.516119658946991,0.0,3.0,0.0,0.0,0.0,0.1,-0.01,0.0,-0.46415138244628906
21,24.44445037841797,24.444445,26.01,21.900638580322266,2.3028898,0.02914999984204769,0.5213423371315002,0.0,2.0,0.0,0.0,0.0,0.1,-0.01,0.0,-0.7717609405517578
22,24.44445037841797,24.444445,25.2,23.378238677978516,1.9063082,0.02914999984204769,0.5145542025566101,0.0,3.0,0.0,0.0,0.0,0.1,-0.01,0.6,-0.9531497955322266
23,24.44445037841797,24.444445,24.8,22.316730499267578,1.5835979,0.028929999098181725,0.5019685626029968,0.0,3.0,0.0,0.0,0.22300074,0.1,0.7,0.6,-1.4863432524200306
24,22.326231002807617,22.222221,24.42,21.76744270324707,3.6793356,0.028929999098181725,0.47174525260925293,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,0.0
1,23.221450805664062,23.222221,23.87,23.341899871826172,2.1521769,0.028929999098181725,0.4391390383243561,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-0.4379844665527344
2,22.274980545043945,22.222221,23.24,26.223190307617188,2.594509,0.028929999098181725,0.4104585349559784,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,0.0
3,22.2275390625,22.222221,22.79,26.9084415435791,2.3563118,0.028929999098181725,0.3867672085762024,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-0.030904769897460938
4,22.222787857055664,22.222221,22.42,29.98191261291504,1.9278659,0.028929999098181725,0.39559999108314514,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-0.253021240234375
5,22.22226905822754,22.222221,22.17,31.319395065307617,2.24825,0.028929999098181725,0.4077794551849365,0.0,3.0,0.0,0.0,0.8508168,0.1,0.7,0.6,-0.4098396301269531
6,22.22223663330078,22.222221,22.22,34.25667953491211,1.5154829,0.028929999098181725,0.43660104274749756,0.0,3.0,0.0,0.0,0.0,0.1,-0.01,0.6,-0.4844551086425781
7,22.222230911254883,22.222221,23.54,36.11043167114258,1.9348032,0.028929999098181725,0.46536505222320557,0.07523090057373048,2.0,0.0,0.0,0.69978595,0.1,-0.01,0.6,-0.3760643005371094
8,22.332090377807617,22.333334,25.55,35.52654266357422,2.586351,0.02914999984204769,0.48144885897636414,0.31403459472656253,1.0,0.0,0.0,1.2381117,0.1,-0.01,0.0,-0.1563091278076172
9,22.77596664428711,22.777779,27.75,36.71644973754883,2.254555,0.02914999984204769,0.5058217644691467,0.7650606445312501,1.0,0.0,0.0,0.58958054,0.1,-0.01,0.0,-0.05960845947265625
10,23.331836700439453,23.333334,30.04,36.415802001953125,1.8127489,0.02914999984204769,0.5082024335861206,1.1327716552734377,1.0,0.0,0.0,0.22186515,0.1,0.8,0.0,-0.008241653442382812
11,23.881792068481445,23.88889,32.26,35.983421325683594,1.7102379,0.02914999984204769,0.5141597986221313,1.4147383300781253,1.0,0.0,0.0,0.0,0.1,0.8,0.9,0.0
12,24.438133239746094,24.444445,34.12,36.46729278564453,1.703399,0.02914999984204769,0.5266504287719727,1.561881005859375,1.0,0.0,0.0,0.22186516,0.2,0.8,0.9,-0.6919689178466797
13,24.44442367553711,24.444445,35.51,34.81806945800781,2.1293762,0.02914999984204769,0.5363264679908752,1.6060976074218751,1.0,0.0,0.0,0.22186516,0.2,0.8,0.9,-0.07573890686035156
14,24.44445037841797,24.444445,36.45,30.437631607055664,2.9383824,0.02914999984204769,0.5374366641044617,1.6024860351562502,1.0,0.0,0.0,0.44372776,0.2,0.8,0.9,0.0
15,24.444456100463867,24.444445,36.9,28.38143539428711,3.8131769,0.02914999984204769,0.5327709913253784,1.4884321289062503,1.0,0.0,0.0,0.22186197,0.2,0.8,0.9,-1.1283145726338262
16,24.444454193115234,24.444445,37.01,28.929262161254883,4.731267,0.05866999924182892,0.5260344743728638,1.22652451171875,1.0,0.0,0.0,0.22186217,0.2,0.4,0.6,-2.1637475820934924
17,24.390066146850586,24.38889,36.62,26.98426628112793,5.468356,0.05866999924182892,0.521639883518219,0.9555424072265627,2.0,0.0,0.0,0.0,0.2,0.7,0.6,-3.925316796379775
18,24.388906478881836,24.38889,35.69,26.18059539794922,6.19034,0.05866999924182892,0.5175403356552124,0.6258523681640625,2.0,0.0,0.0,0.0,0.1,-0.01,0.0,-10.875195922111743
19,24.388893127441406,24.38889,33.94,26.27850914001465,5.3847194,0.02914999984204769,0.5113250017166138,0.17786431274414063,3.0,0.0,0.0,0.0,0.1,-0.01,0.0,-12.247249757652753
20,24.388893127441406,24.38889,29.92,24.615692138671875,4.1763153,0.02914999984204769,0.5026171207427979,0.0,3.0,0.0,0.0,0.22186515,0.1,-0.01,0.0,-8.735981620280654
21,24.38889503479004,24.38889,28.61,23.635055541992188,3.340871,0.02914999984204769,0.495104044675827,0.0,3.0,0.0,0.0,0.0,0.1,-0.01,0.0,-6.875822872567369
22,24.333984375,24.333334,27.93,23.725305557250977,2.8398545,0.02914999984204769,0.47645026445388794,0.0,3.0,0.0,0.0,0.0,0.1,-0.01,0.6,-5.839740023806371
23,24.333358764648438,24.333334,27.38,22.86474609375,2.4610195,0.028929999098181725,0.4623940885066986,0.0,3.0,0.0,0.0,0.22186461,0.1,0.7,0.6,-4.694706178710476
24,24.333343505859375,24.333334,26.58,23.96980094909668,2.1133645,0.028929999098181725,0.46176764369010925,0.0,3.0,0.0,0.0,0.22186296,0.1,0.7,0.6,-3.3819376120809466
1,24.333324432373047,24.333334,25.33,25.60719871520996,1.7296857,0.028929999098181725,0.4347241222858429,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-1.9950495638804568
2,24.44107437133789,24.444445,24.46,25.965471267700195,1.3193346,0.028929999098181725,0.4071120321750641,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,0.0
3,22.31810188293457,22.222221,23.84,29.05974769592285,3.385229,0.028929999098181725,0.3920576572418213,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-6.894500800441165
4,22.223222732543945,22.222221,23.41,31.081096649169922,3.50702,0.028929999098181725,0.37048080563545227,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-5.01771005919727
5,22.222347259521484,22.222221,23.08,32.09334182739258,2.7480965,0.028929999098181725,0.36954474449157715,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-3.5690702288993634
6,22.22223663330078,22.222221,23.21,34.574337005615234,2.3297071,0.028929999098181725,0.37230390310287476,0.0,3.0,0.0,0.0,0.060060747,0.1,-0.01,0.6,-2.806069735030178
7,22.222230911254883,22.222221,24.63,34.379638671875,2.9710364,0.028929999098181725,0.3962608575820923,0.09146659240722657,2.0,0.0,0.0,0.5508831,0.1,-0.01,0.6,-2.737840495978162
8,22.222230911254883,22.222221,26.79,36.24886703491211,2.641323,0.02914999984204769,0.41782012581825256,0.3481504028320313,2.0,0.0,0.0,0.0,0.1,-0.01,0.0,-3.9248482245639025
9,22.22222900390625,22.222221,28.81,36.86213302612305,2.962261,0.02914999984204769,0.44542407989501953,0.7210659667968752,3.0,0.0,0.0,0.0,0.1,-0.01,0.0,-6.940281362170936
10,22.771745681762695,22.777779,30.8,37.087806701660156,5.157407,0.02914999984204769,0.45669931173324585,1.1345611816406251,2.0,0.0,0.0,4.565351,0.1,0.8,0.0,-7.149224244672951
11,23.874990463256836,23.88889,32.67,36.31307601928711,2.7612865,0.02914999984204769,0.4644603431224823,1.4136679687500002,2.0,0.0,0.0,0.12512247,0.1,0.8,0.9,-4.72536286857212
12,24.43617820739746,24.444445,34.21,35.14752960205078,2.0386248,0.02914999984204769,0.48608994483947754,1.5615840820312503,2.0,0.0,0.0,0.0,0.2,0.8,0.9,-1.2557694409370015
13,24.444419860839844,24.444445,35.35,33.4336051940918,2.2960267,0.02914999984204769,0.5079696774482727,1.5934835449218752,1.0,0.0,0.0,0.0,0.2,0.8,0.9,-2.016611480154097
14,25.21987533569336,25.222221,36.21,30.58594512939453,2.1724966,0.02914999984204769,0.515419602394104,1.6040393554687502,1.0,0.0,0.0,0.0,0.2,0.8,0.9,-1.0457969375456742
15,25.00603675842285,25.0,36.76,29.71558380126953,3.0051858,0.02914999984204769,0.5138494372367859,1.515367822265625,1.0,0.0,0.0,0.44102612,0.2,0.8,0.9,-2.922903258153383
16,27.09808349609375,27.222221,36.87,29.30010414123535,1.2905622,0.05866999924182892,0.5126389861106873,1.3005974121093753,1.0,0.0,0.0,0.0,0.2,0.4,0.6,-0.09778213500976562
17,27.218833923339844,27.222221,36.41,27.670652389526367,1.476458,0.05866999924182892,0.5055508613586426,1.0027697021484376,1.0,0.0,0.0,0.0,0.2,0.7,0.6,0.0
18,27.222183227539062,27.222221,35.44,27.029829025268555,3.3069398,0.05866999924182892,0.49566853046417236,0.5970240966796876,2.0,0.0,0.0,1.7684238,0.1,-0.01,0.0,-2.0055756254587322
19,26.66942596435547,26.666666,33.2,25.749034881591797,2.9985836,0.02914999984204769,0.483697772026062,0.1754087585449219,3.0,0.0,0.0,0.4414877,0.1,-0.01,0.0,-4.8039083253570425
20,25.677583694458008,25.666666,29.93,24.244325637817383,3.8713093,0.02914999984204769,0.4699753224849701,0.00011676797568798067,2.0,0.0,0.0,0.0946307,0.1,-0.01,0.0,-7.480791741996654
21,25.777297973632812,25.777779,28.88,24.755186080932617,4.2085576,0.02914999984204769,0.45993635058403015,0.0,3.0,0.0,0.0,0.2207441,0.1,-0.01,0.0,-5.770595688605681
22,24.473604202270508,24.444445,28.39,23.77093505859375,4.840543,0.02914999984204769,0.4520462453365326,0.0,3.0,0.0,0.0,0.22074401,0.1,-0.01,0.6,-13.222893329861108
23,24.444917678833008,24.444445,27.54,22.09107208251953,3.9713092,0.028929999098181725,0.44269704818725586,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-11.230133057120838
24,24.44448471069336,24.444445,26.68,23.779193878173828,2.9508245,0.028929999098181725,0.4222911298274994,0.0,3.0,0.0,0.0,0.0,0.1,0.7,0.6,-8.832319903191092
